A1BG	alpha-1-B_glycoprotein
ADSL	adenylosuccinate_lyase
ADSS	adenylosuccinate_synthase
ADSSL1	adenylosuccinate_synthase_like_1
ADTRP	androgen_dependent_TFPI_regulating_protein
AEBP1	AE_binding_protein_1
AEBP2	AE_binding_protein_2
AEN	apoptosis_enhancing_nuclease
AES	amino-terminal_enhancer_of_split
AF8T	AF8_temperature_sensitivity_complementing
AFA	ankyloblepharon_filiforme_adnatum
AFAP1	actin_filament_associated_protein_1
AFAP1-AS1	AFAP1_antisense_RNA_1
AFAP1L1	actin_filament_associated_protein_1_like_1
AFAP1L2	actin_filament_associated_protein_1_like_2
AFD1	acrofacial_dysostosis_1,_Nager_type
AFF1	AF4/FMR2_family_member_1
AFF2	AF4/FMR2_family_member_2
AFF2-IT1	AFF2_intronic_transcript_1
AFF3	AF4/FMR2_family_member_3
AFF4	AF4/FMR2_family_member_4
AFG3L1P	AFG3_like_matrix_AAA_peptidase_subunit_1,_pseudogene
AFG3L2	AFG3_like_matrix_AAA_peptidase_subunit_2
AFG3L2P1	AFG3_like_AAA_ATPase_2_pseudogene_1
AFM	afamin
AFMID	arylformamidase
AFP	alpha_fetoprotein
AFTPH	aftiphilin
AGA	aspartylglucosaminidase
AGAP1	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_1
AGAP1-IT1	AGAP1_intronic_transcript_1
AGAP2	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_2
AGAP2-AS1	AGAP2_antisense_RNA_1
AGAP3	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_3
AGAP4	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_4
AGAP5	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_5
AGAP6	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_6
AGAP7P	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_7,_pseudogene
AGAP9	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_9
AGAP10P	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_10_pseudogene
AGAP11	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_11
AGAP12P	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_12,_pseudogene
AGAP13P	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_13,_pseudogene
AGAP14P	ArfGAP_with_GTPase_domain,_ankyrin_repeat_and_PH_domain_14,_pseudogene
AGBL1	ATP/GTP_binding_protein-like_1
AGBL1-AS1	AGBL1_antisense_RNA_1
AGBL2	ATP/GTP_binding_protein-like_2
AGBL3	ATP/GTP_binding_protein-like_3
AGBL4	ATP/GTP_binding_protein-like_4
AGBL4-IT1	AGBL4_intronic_transcript_1
AGBL5	ATP/GTP_binding_protein-like_5
AGBL5-AS1	AGBL5_antisense_RNA_1
AGBL5-IT1	AGBL5_intronic_transcript_1
AGER	advanced_glycosylation_end_product-specific_receptor
AGFG1	ArfGAP_with_FG_repeats_1
AGFG2	ArfGAP_with_FG_repeats_2
AGGF1	angiogenic_factor_with_G-patch_and_FHA_domains_1
AGGF1P1	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_1
AGGF1P2	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_2
AGGF1P3	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_3
AGGF1P4	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_4
AGGF1P5	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_5
AGGF1P6	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_6
AGGF1P7	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_7
AGGF1P8	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_8
AGGF1P9	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_9
AGGF1P10	angiogenic_factor_with_G-patch_and_FHA_domains_1_pseudogene_10
AGK	acylglycerol_kinase
AGKP1	acylglycerol_kinase_pseudogene_1
AGL	amylo-alpha-1,_6-glucosidase,_4-alpha-glucanotransferase
AGMAT	agmatinase
AGMO	alkylglycerol_monooxygenase
AGMX2	agammaglobulinemia,_X-linked_2_(with_growth_hormone_deficiency)
AGO1	argonaute_1,_RISC_catalytic_component
AGO2	argonaute_2,_RISC_catalytic_component
AGO3	argonaute_3,_RISC_catalytic_component
AGO4	argonaute_4,_RISC_catalytic_component
AGPAT1	1-acylglycerol-3-phosphate_O-acyltransferase_1
AGPAT2	1-acylglycerol-3-phosphate_O-acyltransferase_2
AGPAT3	1-acylglycerol-3-phosphate_O-acyltransferase_3
AGPAT4	1-acylglycerol-3-phosphate_O-acyltransferase_4
AGPAT4-IT1	AGPAT4_intronic_transcript_1
AGPAT5	1-acylglycerol-3-phosphate_O-acyltransferase_5
AGPAT5P1	1-acylglycerol-3-phosphate_O-acyltransferase_5_pseudogene_1
AGPS	alkylglycerone_phosphate_synthase
AGR2	anterior_gradient_2,_protein_disulphide_isomerase_family_member
AGR3	anterior_gradient_3,_protein_disulphide_isomerase_family_member
AGRN	agrin
AGRP	agouti_related_neuropeptide
AGT	angiotensinogen
AGTPBP1	ATP/GTP_binding_protein_1
AGTR1	angiotensin_II_receptor_type_1
AGTR2	angiotensin_II_receptor_type_2
AGTRAP	angiotensin_II_receptor_associated_protein
AGXT	alanine-glyoxylate_aminotransferase
AGXT2	alanine--glyoxylate_aminotransferase_2
AHCTF1	AT-hook_containing_transcription_factor_1
AHCTF1P1	AT-hook_containing_transcription_factor_1_pseudogene_1
AHCY	adenosylhomocysteinase
AHCYL1	adenosylhomocysteinase_like_1
AHCYL2	adenosylhomocysteinase_like_2
AHCYP1	adenosylhomocysteinase_pseudogene_1
AHCYP2	adenosylhomocysteinase_pseudogene_2
AHCYP3	adenosylhomocysteinase_pseudogene_3
AHCYP4	adenosylhomocysteinase_pseudogene_4
AHCYP5	adenosylhomocysteinase_pseudogene_5
AHCYP6	adenosylhomocysteinase_pseudogene_6
AHCYP7	adenosylhomocysteinase_pseudogene_7
AHCYP8	adenosylhomocysteinase_pseudogene_8
AHDC1	AT-hook_DNA_binding_motif_containing_1
AHI1	Abelson_helper_integration_site_1
AHNAK	AHNAK_nucleoprotein
AHNAK2	AHNAK_nucleoprotein_2
AHR	aryl_hydrocarbon_receptor
AHRR	aryl-hydrocarbon_receptor_repressor
AHSA1	activator_of_Hsp90_ATPase_activity_1
AHSA2	AHA1,_activator_of_heat_shock_90kDa_protein_ATPase_homolog_2_(yeast)
AHSG	alpha-2-HS-glycoprotein
AHSP	alpha_hemoglobin_stabilizing_protein
AIC	Aicardi_syndrome
AICDA	activation-induced_cytidine_deaminase
AIDA	axin_interactor,_dorsalization_associated
AIF1	allograft_inflammatory_factor_1
AIF1L	allograft_inflammatory_factor_1_like
AIFM1	apoptosis_inducing_factor,_mitochondria_associated_1
AIFM1P1	apoptosis_inducing_factor,_mitochondria_associated_1_pseudogene_1
AIFM2	apoptosis_inducing_factor,_mitochondria_associated_2
AIFM3	apoptosis_inducing_factor,_mitochondria_associated_3
AIG1	androgen-induced_1
AIG1P1	androgen-induced_1_pseudogene_1
AIH3	amelogenesis_imperfecta_3,_hypomaturation_or_hypoplastic_type
AIM1	absent_in_melanoma_1
AIM1L	absent_in_melanoma_1-like
AIM2	absent_in_melanoma_2
AIMP1	aminoacyl_tRNA_synthetase_complex-interacting_multifunctional_protein_1
AIMP1P1	aminoacyl_tRNA_synthetase_complex-interacting_multifunctional_protein_1_pseudogene_1
AIMP1P2	aminoacyl_tRNA_synthetase_complex-interacting_multifunctional_protein_1_pseudogene_2
AIMP2	aminoacyl_tRNA_synthetase_complex-interacting_multifunctional_protein_2
AIP	aryl_hydrocarbon_receptor_interacting_protein
AIPL1	aryl_hydrocarbon_receptor_interacting_protein_like_1
AIRE	autoimmune_regulator
AIRN	antisense_of_IGF2R_non-protein_coding_RNA
AIS1	autoimmune_susceptibility_1
AIS2	autoimmune_susceptibility_2
AIS3	autoimmune_susceptibility_3_(vitiligo_specific)
AJAP1	adherens_junctions_associated_protein_1
AJUBA	ajuba_LIM_protein
AK1	adenylate_kinase_1
AK2	adenylate_kinase_2
AK2P1	adenylate_kinase_2_pseudogene_1
AK2P2	adenylate_kinase_2_pseudogene_2
AK3	adenylate_kinase_3
AK3P2	adenylate_kinase_3_pseudogene_2
AK3P3	adenylate_kinase_3_pseudogene_3
AK3P4	adenylate_kinase_3_pseudogene_4
AK3P5	adenylate_kinase_3_pseudogene_5
AK3P6	adenylate_kinase_3_pseudogene_6
AK4	adenylate_kinase_4
AK4P1	adenylate_kinase_4_pseudogene_1
AK4P2	adenylate_kinase_4_pseudogene_2
AK4P3	adenylate_kinase_4_pseudogene_3
AK4P4	adenylate_kinase_4_pseudogene_4
AK4P5	adenylate_kinase_4_pseudogene_5
AK4P6	adenylate_kinase_4_pseudogene_6
AK5	adenylate_kinase_5
AK6	adenylate_kinase_6
AK6P1	adenylate_kinase_6_pseudogene_1
AK6P2	adenylate_kinase_6_pseudogene_2
AK7	adenylate_kinase_7
AK8	adenylate_kinase_8
AK9	adenylate_kinase_9
AKAIN1	A_kinase_(PRKA)_anchor_inhibitor_1
AKAP1	A-kinase_anchoring_protein_1
AKAP2	A-kinase_anchoring_protein_2
AKAP3	A-kinase_anchoring_protein_3
AKAP4	A-kinase_anchoring_protein_4
AKAP5	A-kinase_anchoring_protein_5
AKAP6	A-kinase_anchoring_protein_6
AKAP7	A-kinase_anchoring_protein_7
AKAP8	A-kinase_anchoring_protein_8
AKAP8L	A-kinase_anchoring_protein_8_like
AKAP8P1	A-kinase_anchoring_protein_8_pseudogene_1
AKAP9	A-kinase_anchoring_protein_9
AKAP10	A-kinase_anchoring_protein_10
AKAP11	A-kinase_anchoring_protein_11
AKAP12	A-kinase_anchoring_protein_12
AKAP13	A-kinase_anchoring_protein_13
AKAP14	A-kinase_anchoring_protein_14
AKAP17A	A-kinase_anchoring_protein_17A
AKAP17BP	A-kinase_anchoring_protein_17B,_pseudogene
AKIP1	A-kinase_interacting_protein_1
AKIRIN1	akirin_1
AKIRIN1P1	akirin_1_pseudogene_1
AKIRIN1P2	akirin_1_pseudogene_2
AKIRIN2	akirin_2
AKIRIN2P1	akirin_2_pseudogene_1
AKNA	AT-hook_transcription_factor
AKNAD1	AKNA_domain_containing_1
AKR1A1	aldo-keto_reductase_family_1,_member_A1_(aldehyde_reductase)
AKR1B1	aldo-keto_reductase_family_1,_member_B1_(aldose_reductase)
AKR1B1P1	aldehyde_reductase_family_1,_member_B1_pseudogene_1
AKR1B1P2	aldo-keto_reductase_family_1,_member_B1_pseudogene_2
AKR1B1P3	aldo-keto_reductase_family_1,_member_B1_pseudogene_3
AKR1B1P4	aldo-keto_reductase_family_1,_member_B1_pseudogene_4
AKR1B1P5	aldo-keto_reductase_family_1,_member_B1_pseudogene_5
AKR1B1P6	aldo-keto_reductase_family_1,_member_B1_pseudogene_6
AKR1B1P7	aldo-keto_reductase_family_1,_member_B1_pseudogene_7
AKR1B1P8	aldo-keto_reductase_family_1,_member_B1_pseudogene_8
AKR1B10	aldo-keto_reductase_family_1,_member_B10_(aldose_reductase)
AKR1B10P1	aldo-keto_reductase_family_1,_member_B10_pseudogene_1
AKR1B10P2	aldo-keto_reductase_family_1,_member_B10_pseudogene_2
AKR1B15	aldo-keto_reductase_family_1,_member_B15
AKR1C1	aldo-keto_reductase_family_1,_member_C1
AKR1C2	aldo-keto_reductase_family_1,_member_C2
AKR1C3	aldo-keto_reductase_family_1,_member_C3
AKR1C4	aldo-keto_reductase_family_1,_member_C4
AKR1C5P	aldo-keto_reductase_family_1,_member_C5,_pseudogene
AKR1C6P	aldo-keto_reductase_family_1,_member_C6,_pseudogene
AKR1C7P	aldo-keto_reductase_family_1,_member_C7,_pseudogene
AKR1C8P	aldo-keto_reductase_family_1,_member_C8,_pseudogene
AKR1D1	aldo-keto_reductase_family_1,_member_D1
AKR1D1P1	aldo-keto_reductase_family_1,_member_D1_pseudogene_1
AKR1E2	aldo-keto_reductase_family_1,_member_E2
AKR7A2	aldo-keto_reductase_family_7,_member_A2
AKR7A2P1	aldo-keto_reductase_family_7,_member_A2_pseudogene_1
AKR7A3	aldo-keto_reductase_family_7,_member_A3_(aflatoxin_aldehyde_reductase)
AKR7L	aldo-keto_reductase_family_7-like_(gene/pseudogene)
AKT1	v-akt_murine_thymoma_viral_oncogene_homolog_1
AKT1S1	AKT1_substrate_1
AKT2	v-akt_murine_thymoma_viral_oncogene_homolog_2
AKT3	v-akt_murine_thymoma_viral_oncogene_homolog_3
AKT3-IT1	AKT3_intronic_transcript_1
AKTIP	AKT_interacting_protein
ALAD	aminolevulinate_dehydratase
ALAS1	5'-aminolevulinate_synthase_1
ALAS2	5'-aminolevulinate_synthase_2
ALB	albumin
ALCAM	activated_leukocyte_cell_adhesion_molecule
ALDH1A1	aldehyde_dehydrogenase_1_family_member_A1
ALDH1A2	aldehyde_dehydrogenase_1_family_member_A2
ALDH1A3	aldehyde_dehydrogenase_1_family_member_A3
ALDH1B1	aldehyde_dehydrogenase_1_family_member_B1
ALDH1L1	aldehyde_dehydrogenase_1_family_member_L1
ALDH1L1-AS1	ALDH1L1_antisense_RNA_1
ALDH1L1-AS2	ALDH1L1_antisense_RNA_2
ALDH1L2	aldehyde_dehydrogenase_1_family_member_L2
ALDH2	aldehyde_dehydrogenase_2_family_(mitochondrial)
ALDH3A1	aldehyde_dehydrogenase_3_family_member_A1
ALDH3A2	aldehyde_dehydrogenase_3_family_member_A2
ALDH3B1	aldehyde_dehydrogenase_3_family_member_B1
ALDH3B2	aldehyde_dehydrogenase_3_family_member_B2
ALDH4A1	aldehyde_dehydrogenase_4_family_member_A1
ALDH5A1	aldehyde_dehydrogenase_5_family_member_A1
ALDH6A1	aldehyde_dehydrogenase_6_family_member_A1
ALDH7A1	aldehyde_dehydrogenase_7_family_member_A1
ALDH7A1P1	aldehyde_dehydrogenase_7_family_member_A1_pseudogene_1
ALDH7A1P2	aldehyde_dehydrogenase_7_family_member_A1_pseudogene_2
ALDH7A1P3	aldehyde_dehydrogenase_7_family_member_A1_pseudogene_3
ALDH7A1P4	aldehyde_dehydrogenase_7_family_member_A1_pseudogene_4
ALDH8A1	aldehyde_dehydrogenase_8_family_member_A1
ALDH9A1	aldehyde_dehydrogenase_9_family_member_A1
ALDH16A1	aldehyde_dehydrogenase_16_family_member_A1
ALDH18A1	aldehyde_dehydrogenase_18_family_member_A1
ALDOA	aldolase,_fructose-bisphosphate_A
ALDOAP1	aldolase,_fructose-bisphosphate_A_pseudogene_1
ALDOAP2	aldolase,_fructose-bisphosphate_A_pseudogene_2
ALDOB	aldolase,_fructose-bisphosphate_B
ALDOC	aldolase,_fructose-bisphosphate_C
ALG1	ALG1,_chitobiosyldiphosphodolichol_beta-mannosyltransferase
ALG1L	ALG1,_chitobiosyldiphosphodolichol_beta-mannosyltransferase-like
ALG1L2	ALG1,_chitobiosyldiphosphodolichol_beta-mannosyltransferase-like_2
ALG1L3P	asparagine-linked_glycosylation_1-like_3,_pseudogene
ALG1L5P	asparagine-linked_glycosylation_1-like_5,_pseudogene
ALG1L6P	asparagine-linked_glycosylation_1-like_6,_pseudogene
ALG1L7P	asparagine-linked_glycosylation_1-like_7,_pseudogene
ALG1L8P	asparagine-linked_glycosylation_1-like_8,_pseudogene
ALG1L9P	asparagine-linked_glycosylation_1-like_9,_pseudogene
ALG1L10P	asparagine-linked_glycosylation_1-like_10,_pseudogene
ALG1L11P	asparagine-linked_glycosylation_1-like_11,_pseudogene
ALG1L12P	asparagine-linked_glycosylation_1-like_12,_pseudogene
ALG1L13P	asparagine-linked_glycosylation_1-like_13,_pseudogene
ALG1L14P	asparagine-linked_glycosylation_1-like_14,_pseudogene
ALG1L15P	asparagine-linked_glycosylation_1-like_15,_pseudogene
ALG2	ALG2,_alpha-1,3/1,6-mannosyltransferase
ALG3	ALG3,_alpha-1,3-_mannosyltransferase
ALG3P1	ALG3,_alpha-1,3-_mannosyltransferase_pseudogene_1
ALG5	ALG5,_dolichyl-phosphate_beta-glucosyltransferase
ALG6	ALG6,_alpha-1,3-glucosyltransferase
ALG8	ALG8,_alpha-1,3-glucosyltransferase
ALG9	ALG9,_alpha-1,2-mannosyltransferase
ALG9-IT1	ALG9_intronic_transcript_1
ALG10	ALG10,_alpha-1,2-glucosyltransferase
ALG10B	ALG10B,_alpha-1,2-glucosyltransferase
ALG11	ALG11,_alpha-1,2-mannosyltransferase
ALG12	ALG12,_alpha-1,6-mannosyltransferase
ALG13	ALG13,_UDP-N-acetylglucosaminyltransferase_subunit
ALG13-AS1	ALG13_antisense_RNA_1
ALG14	ALG14,_UDP-N-acetylglucosaminyltransferase_subunit
ALK	anaplastic_lymphoma_receptor_tyrosine_kinase
ALKBH1	alkB_homolog_1,_histone_H2A_dioxygenase
ALKBH2	alkB_homolog_2,_alpha-ketoglutarate-dependent_dioxygenase
ALKBH3	alkB_homolog_3,_alpha-ketoglutarate-dependent_dioxygenase
ALKBH3-AS1	ALKBH3_antisense_RNA_1
ALKBH4	alkB_homolog_4,_lysine_demethylase
ALKBH5	alkB_homolog_5,_RNA_demethylase
ALKBH6	alkB_homolog_6
ALKBH7	alkB_homolog_7
ALKBH8	alkB_homolog_8,_tRNA_methyltransferase
ALLC	allantoicase
ALMS1	ALMS1,_centrosome_and_basal_body_associated_protein
ALMS1-IT1	ALMS1_intronic_transcript_1
ALMS1P1	ALMS1,_centrosome_and_basal_body_associated_protein_pseudogene_1
ALOX5	arachidonate_5-lipoxygenase
ALOX5AP	arachidonate_5-lipoxygenase_activating_protein
ALOX12	arachidonate_12-lipoxygenase
ALOX12-AS1	ALOX12_antisense_RNA_1
ALOX12B	arachidonate_12-lipoxygenase,_12R_type
ALOX12P1	arachidonate_12-lipoxygenase_pseudogene_1
ALOX12P2	arachidonate_12-lipoxygenase_pseudogene_2
ALOX15	arachidonate_15-lipoxygenase
ALOX15B	arachidonate_15-lipoxygenase,_type_B
ALOX15P1	arachidonate_15-lipoxygenase_pseudogene_1
ALOX15P2	arachidonate_15-lipoxygenase_pseudogene_2
ALOXE3	arachidonate_lipoxygenase_3
ALOXE3P1	arachidonate_lipoxygenase_3_pseudogene_1
ALPI	alkaline_phosphatase,_intestinal
ALPK1	alpha_kinase_1
ALPK2	alpha_kinase_2
ALPK3	alpha_kinase_3
ALPL	alkaline_phosphatase,_liver/bone/kidney
ALPP	alkaline_phosphatase,_placental
ALPPL2	alkaline_phosphatase,_placental_like_2
ALPPP	alkaline_phosphatase,_pseudogene
ALS2	ALS2,_alsin_Rho_guanine_nucleotide_exchange_factor
ALS2CL	ALS2_C-terminal_like
ALS2CR11	amyotrophic_lateral_sclerosis_2_chromosome_region_candidate_11
ALS2CR12	amyotrophic_lateral_sclerosis_2_chromosome_region_candidate_12
ALS3	amyotrophic_lateral_sclerosis_3_(autosomal_dominant)
ALS5	amyotrophic_lateral_sclerosis_5
ALS7	amyotrophic_lateral_sclerosis_7
ALX1	ALX_homeobox_1
ALX3	ALX_homeobox_3
ALX4	ALX_homeobox_4
ALYREF	Aly/REF_export_factor
AMACR	alpha-methylacyl-CoA_racemase
AMBN	ameloblastin
AMBP	alpha-1-microglobulin/bikunin_precursor
AMBRA1	autophagy_and_beclin_1_regulator_1
AMCN	arthrogryposis_multiplex_congenita,_neurogenic
AMD1	adenosylmethionine_decarboxylase_1
AMD1P1	adenosylmethionine_decarboxylase_1_pseudogene_1
AMD1P2	adenosylmethionine_decarboxylase_1_pseudogene_2
AMD1P3	adenosylmethionine_decarboxylase_1_pseudogene_3
AMD1P4	adenosylmethionine_decarboxylase_1_pseudogene_4
AMDHD1	amidohydrolase_domain_containing_1
AMDHD2	amidohydrolase_domain_containing_2
AMELX	amelogenin,_X-linked
AMELY	amelogenin,_Y-linked
AMER1	APC_membrane_recruitment_protein_1
AMER2	APC_membrane_recruitment_protein_2
AMER3	APC_membrane_recruitment_protein_3
AMFR	autocrine_motility_factor_receptor
AMH	anti-Mullerian_hormone
AMHR2	anti-Mullerian_hormone_receptor_type_2
AMIGO1	adhesion_molecule_with_Ig-like_domain_1
AMIGO2	adhesion_molecule_with_Ig-like_domain_2
AMIGO3	adhesion_molecule_with_Ig-like_domain_3
AMLCR2	acute_myeloid_leukemia_chromosome_region_2
AMMECR1	Alport_syndrome,_mental_retardation,_midface_hypoplasia_and_elliptocytosis_chromosomal_region_gene_1
AMMECR1-IT1	AMMECR1_intronic_transcript_1
AMMECR1L	AMMECR1_like
AMMECR1LP1	AMMECR1_like_pseudogene_1
AMN	amnion_associated_transmembrane_protein
AMN1	antagonist_of_mitotic_exit_network_1_homolog
AMOT	angiomotin
AMOTL1	angiomotin_like_1
AMOTL2	angiomotin_like_2
AMPD1	adenosine_monophosphate_deaminase_1
AMPD2	adenosine_monophosphate_deaminase_2
AMPD3	adenosine_monophosphate_deaminase_3
AMPH	amphiphysin
AMT	aminomethyltransferase
AMTN	amelotin
AMY1A	amylase,_alpha_1A_(salivary)
AMY1B	amylase,_alpha_1B_(salivary)
AMY1C	amylase,_alpha_1C_(salivary)
AMY2A	amylase,_alpha_2A_(pancreatic)
AMY2B	amylase,_alpha_2B_(pancreatic)
AMYP1	amylase,_alpha_pseudogene_1
AMZ1	archaelysin_family_metallopeptidase_1
AMZ2	archaelysin_family_metallopeptidase_2
AMZ2P1	archaelysin_family_metallopeptidase_2_pseudogene_1
AMZ2P2	archaelysin_family_metallopeptidase_2_pseudogene_2
ANAPC1	anaphase_promoting_complex_subunit_1
ANAPC1P1	anaphase_promoting_complex_subunit_1_pseudogene_1
ANAPC2	anaphase_promoting_complex_subunit_2
ANAPC4	anaphase_promoting_complex_subunit_4
ANAPC5	anaphase_promoting_complex_subunit_5
ANAPC7	anaphase_promoting_complex_subunit_7
ANAPC10	anaphase_promoting_complex_subunit_10
ANAPC10P1	anaphase_promoting_complex_subunit_10_pseudogene_1
ANAPC11	anaphase_promoting_complex_subunit_11
ANAPC13	anaphase_promoting_complex_subunit_13
ANAPC15	anaphase_promoting_complex_subunit_15
ANAPC16	anaphase_promoting_complex_subunit_16
ANCR	Angelman_syndrome_chromosome_region
ANG	angiogenin
ANGEL1	angel_homolog_1_(Drosophila)
ANGEL2	angel_homolog_2_(Drosophila)
ANGPT1	angiopoietin_1
ANGPT2	angiopoietin_2
ANGPT4	angiopoietin_4
ANGPTL1	angiopoietin_like_1
ANGPTL2	angiopoietin_like_2
ANGPTL3	angiopoietin_like_3
ANGPTL4	angiopoietin_like_4
ANGPTL5	angiopoietin_like_5
ANGPTL6	angiopoietin_like_6
ANGPTL7	angiopoietin_like_7
ANGPTL8	angiopoietin_like_8
ANHX	anomalous_homeobox
ANIB1	aneurysm,_intracranial_berry_1
ANIB2	aneurysm,_intracranial_berry_2
ANIB3	aneurysm,_intracranial_berry_3
ANIB4	aneurysm,_intracranial_berry_4
ANK1	ankyrin_1
ANK2	ankyrin_2,_neuronal
ANK3	ankyrin_3,_node_of_Ranvier_(ankyrin_G)
ANKAR	ankyrin_and_armadillo_repeat_containing
ANKDD1A	ankyrin_repeat_and_death_domain_containing_1A
ANKDD1B	ankyrin_repeat_and_death_domain_containing_1B
ANKEF1	ankyrin_repeat_and_EF-hand_domain_containing_1
ANKFN1	ankyrin_repeat_and_fibronectin_type_III_domain_containing_1
ANKFY1	ankyrin_repeat_and_FYVE_domain_containing_1
ANKH	ANKH_inorganic_pyrophosphate_transport_regulator
ANKHD1	ankyrin_repeat_and_KH_domain_containing_1
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3_readthrough
ANKIB1	ankyrin_repeat_and_IBR_domain_containing_1
ANKK1	ankyrin_repeat_and_kinase_domain_containing_1
ANKLE1	ankyrin_repeat_and_LEM_domain_containing_1
ANKLE2	ankyrin_repeat_and_LEM_domain_containing_2
ANKMY1	ankyrin_repeat_and_MYND_domain_containing_1
ANKMY2	ankyrin_repeat_and_MYND_domain_containing_2
ANKRA2	ankyrin_repeat_family_A_member_2
ANKRD1	ankyrin_repeat_domain_1
ANKRD2	ankyrin_repeat_domain_2
ANKRD6	ankyrin_repeat_domain_6
ANKRD7	ankyrin_repeat_domain_7
ANKRD9	ankyrin_repeat_domain_9
ANKRD10	ankyrin_repeat_domain_10
ANKRD10-IT1	ANKRD10_intronic_transcript_1
ANKRD11	ankyrin_repeat_domain_11
ANKRD12	ankyrin_repeat_domain_12
ANKRD13A	ankyrin_repeat_domain_13A
ANKRD13B	ankyrin_repeat_domain_13B
ANKRD13C	ankyrin_repeat_domain_13C
ANKRD13D	ankyrin_repeat_domain_13_family_member_D
ANKRD16	ankyrin_repeat_domain_16
ANKRD17	ankyrin_repeat_domain_17
ANKRD18A	ankyrin_repeat_domain_18A
ANKRD18B	ankyrin_repeat_domain_18B
ANKRD18CP	ankyrin_repeat_domain_18C,_pseudogene
ANKRD18DP	ankyrin_repeat_domain_18D,_pseudogene
ANKRD18EP	ankyrin_repeat_domain_18E,_pseudogene
ANKRD19P	ankyrin_repeat_domain_19,_pseudogene
ANKRD20A1	ankyrin_repeat_domain_20_family_member_A1
ANKRD20A2	ankyrin_repeat_domain_20_family_member_A2
ANKRD20A3	ankyrin_repeat_domain_20_family_member_A3
ANKRD20A4	ankyrin_repeat_domain_20_family_member_A4
ANKRD20A5P	ankyrin_repeat_domain_20_family_member_A5,_pseudogene
ANKRD20A6P	ankyrin_repeat_domain_20_family_member_A6,_pseudogene
ANKRD20A7P	ankyrin_repeat_domain_20_family_member_A7,_pseudogene
ANKRD20A8P	ankyrin_repeat_domain_20_family_member_A8,_pseudogene
ANKRD20A9P	ankyrin_repeat_domain_20_family_member_A9,_pseudogene
ANKRD20A10P	ankyrin_repeat_domain_20_family_member_A10,_pseudogene
ANKRD20A11P	ankyrin_repeat_domain_20_family_member_A11,_pseudogene
ANKRD20A12P	ankyrin_repeat_domain_20_family_member_A12,_pseudogene
ANKRD20A13P	ankyrin_repeat_domain_20_family_member_A13,_pseudogene
ANKRD20A14P	ankyrin_repeat_domain_20_family_member_A14,_pseudogene
ANKRD20A15P	ankyrin_repeat_domain_20_family_member_A15,_pseudogene
ANKRD20A16P	ankyrin_repeat_domain_20_family_member_A16,_pseudogene
ANKRD20A17P	ankyrin_repeat_domain_20_family_member_A17,_pseudogene
ANKRD20A18P	ankyrin_repeat_domain_20_family_member_A18,_pseudogene
ANKRD20A19P	ankyrin_repeat_domain_20_family_member_A19,_pseudogene
ANKRD20A20P	ankyrin_repeat_domain_20_family_member_A20,_pseudogene
ANKRD22	ankyrin_repeat_domain_22
ANKRD23	ankyrin_repeat_domain_23
ANKRD24	ankyrin_repeat_domain_24
ANKRD26	ankyrin_repeat_domain_26
ANKRD26P1	ankyrin_repeat_domain_26_pseudogene_1
ANKRD26P2	ankyrin_repeat_domain_26_pseudogene_2
ANKRD26P3	ankyrin_repeat_domain_26_pseudogene_3
ANKRD26P4	ankyrin_repeat_domain_26_pseudogene_4
ANKRD27	ankyrin_repeat_domain_27
ANKRD28	ankyrin_repeat_domain_28
ANKRD29	ankyrin_repeat_domain_29
ANKRD30A	ankyrin_repeat_domain_30A
ANKRD30B	ankyrin_repeat_domain_30B
ANKRD30BL	ankyrin_repeat_domain_30B-like
ANKRD30BP1	ankyrin_repeat_domain_30B_pseudogene_1
ANKRD30BP2	ankyrin_repeat_domain_30B_pseudogene_2
ANKRD30BP3	ankyrin_repeat_domain_30B_pseudogene_3
ANKRD31	ankyrin_repeat_domain_31
ANKRD33	ankyrin_repeat_domain_33
ANKRD33B	ankyrin_repeat_domain_33B
