HgeneSymbol	TgeneSymbol	diseaseName	pubmedIds
SYT1	SSX1	synovial sarcomas	12037676
SYT1	SSX1	hBRM/hSNF2 A in human cancer	11274403
SYT1	SSX1	synovial sarcoma	10072425
SYT1	SSX1	synovial sarcoma	10070316
SYT1	SSX1	synovial sarcoma	9788446
SYT1	SSX1	synovial sarcoma(SS)	8081361
SYT1	SSX1	Synovial sarcoma	15350633
SYT1	SSX2	Synovial sarcoma	15350633
SYT1	SSX4	Synovial sarcoma	15350633
SYT1	SSX1	Synovial sarcoma 	15338724
SYT1	SSX2	Synovial sarcoma 	15338724
SYT1	SSX1	Primary pulmonary synovial sarcoma	15257548
SYT1	SSX2	Primary pulmonary synovial sarcoma	15257548
SYT1	SSX1	Synovial sarcomas	15069540
SYT1	SSX2	Synovial sarcomas	15069540
SYT1	SSX2	monophasic synovial sarcoma	18992642
SYT1	SSX2	Synovial sarcoma	17418406
SYT1	SSX2	synovial sarcoma	16682293
SYT1	SSX2	synovial sarcoma	16462762
SYT1	SSX2	synovial sarcoma 	16226798
SYT1	SSX2	synovial sarcomas	11107170
SYT1	SSX2	synovial sarcoma 	10935650
SYT1	SSX4	synovial sarcoma	11535711
SYT1	SSX4	synovial sarcoma	10359553
SYT1	SSX2	synovial sarcoma(SS)	10889911
SYT1	SSX2	synovial sarcoma(SS)	10879732
TAF15	NR4A3	"Chondrosarcoma, myxoid"	17361217
TAL1	TRA@	human Tcell leukemia	1382561
TAL1	TRD@	Tcell acute lymphoblastic leukemias (TALLs)	8412312
TAL1	STIL	T cell acute lymphoblastic leukemias	1402666
TBL1XR1	RGS17	Breast carcinoma	17361217
TCF12	NR4A3	"Chondrosarcoma, myxoid"	17361217
TCF7L1	PBX1	Bcell precursor acute lymphoblastic leukemia (BCPALL)	17311319
TRD@	TLX1	lymphoid neoplasias	1683261
ETV6	ABL1	acute myeloid leukemia	8754809
ETV6	RUNX1	acute lymphoblastic leukemia (ALL)	19287094
ETV6	RUNX1	acute lymphoblastic leukemia (ALL)	19129484
ETV6	RUNX1	childhood acute lymphoblastic leukemia	18635414
ETV6	RUNX1	childhood precursorB cell acute lymphoblastic leukemia	18202291
ETV6	RUNX1	childhood acute lymphoblastic leukemia	17922427
ETV6	RUNX1	acute lymphoblastic leukaemia (ALL)	17622527
ETV6	RUNX1	acute lymphoblastic leukemia (ALL)	17095626
ETV6	RUNX1	acute lymphoblastic leukemia	16928306
ETV6	RUNX1	paediatric acute lymphoblastic leukaemia (ALL)	15877731
ETV6	RUNX1	childhood acute lymphoblastic leukaemia	15863202
ETV6	RUNX1	childhood Bcell precursor (BCP) acute lymphoblastic leukemia (ALL)	15770827
ETV6	RUNX1	acute lymphoblastic leukemia	15356660
ETV6	RUNX1	acute lymphoblastic leukaemia	15156184
ETV6	RUNX1		15155899
ETV6	RUNX1	 acute lymphoblastic leukemia	15120912
ETV6	RUNX1	acute lymphoblastic leukemia	14990071
ETV6	RUNX1	acute lymphoblastic leukaemia 	14724653
ETV6	RUNX1	acute lymphoblastic leukaemia	14630078
ETV6	RUNX1	Acute lymphoblastic leukemia	12850377
ETV6	RUNX1	acute lymphoblastic leukemia	12661004
ETV6	RUNX1	Leukemia	12200711
ETV6	RUNX1	preBcell acute lymphoblastic leukemia(PBCALL)	12127395
ETV6	RUNX1	acute lymphocytic leukemia (ALL)	12124316
ETV6	RUNX1	Bprecursor acute lymphoblastic leukaemia(Bprecursor ALL)	11841400
ETV6	RUNX1	childhood Blineage acute lymphoblastic leukemia	11801311
ETV6	RUNX1	childhood Bprecursor acute lymphoblastic leukemia (ALL)	11468150
ETV6	RUNX1	childhood Bprecursor acute lymphoblastic leukemia (ALL)	11455977
ETV6	RUNX1	childhood acute lymphoblastic leukemia (ALL)	11435320
ETV6	RUNX1	childhood acute lymphoblastic leukemia (ALL)	11432885
ETV6	RUNX1	Bprecursor acute lymphoblastic leukaemia	11167743
ETV6	RUNX1	acute lymphoblastic leukemia(ALL)	11157492
ETV6	RUNX1	acute lymphoblastic leukemia(ALL)	11106814
ETV6	RUNX1	Acute lymphoblastic leukaemia(ALL)	11091202
ETV6	RUNX1	acute lymphoblastic leukemia (ALL)	10774753
ETV6	RUNX1	childhood Bcell acute lymphoblastic leukemia(ALL)	10597047
ETV6	RUNX1	acute lymphoblastic leukemia(ALL)	10583273
ETV6	RUNX1	acute lymphoblastic leukemia(ALL)	10557067
ETV6	RUNX1		10557049
ETV6	RUNX1	childhood acute lymphoblastic leukaemia(ALL)	10551495
ETV6	RUNX1		10544023
ETV6	RUNX1	Blineage childhood acute lymphoblastic leukemia	10488742
ETV6	RUNX1	childhood acute lymphoblastic leukemia	10463610
ETV6	RUNX1	acute lymphoblastic leukemia (ALL)	10453181
ETV6	RUNX1	childhood acute lymphoblastic leukemia	10451708
ETV6	RUNX1	childhood acute lymphoblastic leukemia	10084082
ETV6	RUNX1	childhood acute lymphoblastic leukemia	10049061
ETV6	RUNX1	childhood acute lymphoblastic leukaemia(ALL)	10049055
ETV6	RUNX1	leukemia	9539781
ETV6	RUNX1	childhood acute lymphoblastic leukemia	9498702
ETV6	RUNX1	acute lymphoblastic leukemia	9389711
ETV6	RUNX1	"Bcell lineage ALL, CML"	9277052
ETV6	RUNX1	acute lymphoblastic leukemia	9226156
ETV6	RUNX1	early Blineage leukemia	9067587
ETV6	RUNX1	acute lymphoblastic leukaemia	8982044
ETV6	RUNX1	acute lymphoblastic leukemia	8751475
ETV6	RUNX1	childhood acute lymphoblastic leukemia (ALL)	8943861
ETV6	RUNX1	childhood Blineage acute lymphoblastic leukemia (BALL)	11601199
ETV6	FGFR3	peripheral Tcell lymphoma	15514005
ETV6	JAK2	Tcell leukemia	10845925
ETV6	JAK2	T cell childhood acute lymphoblastic leukemia	9360930
ETV6	MN1	acute myeloid leukemia	17476096
ETV6	RUNX1	human leukemia	15179033
ETV6	SYK	myelodysplastic syndrome (MDS)	11159536
ETV6	NTRK3	DanaFarber Cancer	12468912
ETV6	RUNX1	"childhood acute lymphoblastic leukaemia (ALL), acute myeloid leukaemia (AML)"	11347199
ETV6	RUNX1	acute lymphoblastic leukaemia (ALL)	11328289
ETV6	RUNX1	"childhood acute lymphoblastic leukaemia (ALL), acute myeloid leukaemia (AML)"	11001911
TFE3	ASPSCR1	Alveolar softpart sarcoma (ASPS)	15952162
TFE3	PRCC	positive renal cell carcinomas	12837690
TFG	ALK	Anaplastic large cell lymphomas	11943732
TFG	NR4A3	"Chondrosarcoma, myxoid"	17361217
TFG	NTRK1	Thyroid carcinoma	17361217
FUS	DDIT3	myxoid/round cell liposarcomas	12907366
FUS	DDIT3	myxoid liposarcoma	12168660
FUS	DDIT3	myxoid liposarcomas (MLS)	11751490
FUS	DDIT3	liposarcomas	11126370
FUS	DDIT3	multifocal myxoid liposarcoma	10914725
FUS	DDIT3	myxoid liposarcoma	8510758
FUS	ERG	myeloid leukemia	9653171
FUS	FUS	sarcomas	17691072
FUS	FUS	myxoid liposarcomas	7970732
FUS	FUS	myeloid leukemia	8187069
TMPRSS2	ERG	prostate cancer	18922926
TMPRSS2	ERG	prostate cancer	18798265
TMPRSS2	ERG	prostate cancer	18794177
TMPRSS2	ERG	prostate cancer	18694509
TMPRSS2	ERG	prostate cancer	18500259
TMPRSS2	ERG	prostate cancer	18358509
TMPRSS2	ERG	prostate cancer	17971772
TMPRSS2	ERG	prostate cancer	17172822
TMPRSS2	ERG	prostate cancer	17108102
TMPRSS2	ERG	prostate cancer	16951141
TMPRSS2	ERG	prostate cancer	16575875
TMPRSS2	ERG		19136943
TMPRSS2	ERG	prostate cancer	16585160
TMPRSS2	ERG	prostate cancer	17361217
TMPRSS2	ERG	"VCaP, VCaPMet"	18438408
TMPRSS2	ETV1	prostate cancer	17671502
TMPRSS2	ETV1		19136943
TMPRSS2	ETV1	prostate cancer	16254181
TMPRSS2	ETV1	prostate cancer	16585160
TMPRSS2	ETV1	prostate cancer	18172298
TMPRSS2	ETV1		17361217
TMPRSS2	ETV4	prostate cancer	18172298
TMPRSS2	ETV4		17361217
TMPRSS2	ETV4	prostate cancer	17671502
TMPRSS2	ETV5	prostate cancer	18172298
TOP2B	NUP98	acute myeloid leukemia	16166424
TPM3	ALK	inflammatory myofibroblastic tumor	17063337
TPM3	ALK	Anaplastic large cell lymphomas (ALCL	10216106
TPM3	ALK	Inflammatory myofibroblastic tumour	17361217
TPM3	NTRK1	Thyroid carcinoma	17361217
TPM3	TPR	Thyroid carcinoma	17361217
TPM4	ALK	Inflammatory myofibroblastic tumour	17361217
TTL	ETV6	acute lymphoblastic leukemia	12764377
USP32	ZDHHC7		19136943
USP32	ZDHHC7	"VCaP, VCaPMet"	18438408
PHIP	ZNF320	glial tumors	11536051
WDR55	DND1	RWPE	18438408
WDR55	PPP1R15B	HCT116	17568001
WT1	EWSR1	tumor or nephroblastoma is a pediatric kidney cancer	11237525
PML	RARA	Acute promyelocytic leukemia (APL)	11358384
ZBTB16	RARA	Acute promyelocytic leukemia (APL)	11358384
NPM1	RARA	Acute promyelocytic leukemia (APL)	11358384
STAT5B	RARA	Acute promyelocytic leukemia (APL)	11358384
ZMYM2	FGFR1	myeloproliferative disease	17027752
ZMYM2	FGFR1	atypical myeloproliferative disease	16410451
ZMYM2	FGFR1	oncogene	12594223
ZMYM2	FGFR1	myeloproliferative syndrome	10935490
ZNF577	ZNF649		19136943
ZNF649	ZNF577	"VCaP, VCaPMet"	18438408
